"County","FIPS.Code","Population","Overall.Social.Vulnerability","Socioeconomic.Social.Vulnerability","Household.Characteristics.Social.Vulnerability","Race.Ethnicity.Social.Vulnerability","Housing.Transport.Social.Vulnerability","Median.Age","Percent.Age.0.to.17","Percent.Age.Over.65","Percent.Asian","Percent.Black","Percent.Hispanic","Percent.White","Percent.Households_Limited_English","Percent.Veteran","NCHS.Rural.Urban.Code","Percent.Households.No.Computer.Device","Percent.Households.Smarphone.Only","Percent.Households.No.Internet","Percent.Commute.Less.than.15min","Percent.Commute.15min.to.29min","Percent.Commute.30min.to.59min","Percent.Commute.60min.or.More","Percent.Housing.Units.No.Vehicle","Alc.Establisments.per.100k","Percent.Days.Good.Air.Quality","Toxic.Sites.Insufficient.Data","Toxic.Sites.Under.Control","Toxic.Sites.Not.Under.Control","GINI.Index","Percent.Unemployed","Median.Household.Income","Median.Household.Income.Asian","Median.Household.Income.Black","Median.Household.Income.Hispanic","Median.Household.Income.White","Percent.in.Poverty","Percent.in.Poverty.Asian","Percent.in.Poverty.Black","Percent.in.Poverty.Hispanic","Percent.in.Poverty.White","Percent.Households.Food.Stamps","Median.Home.Value","Median.Rent","Percent.Less.than.Highschool","Percent.Highschool.Graduate","Percent.with.Associate.Degree","Percent.with.Bachelor.Degree","Percent.with.Graduate.Degree","Percent.Medicaid","Percent.Medicare.Only","Percent.Health.Insurance.Other","Percent.No.Health.Insurance","Obesity.Rate","Diabetes.Rate.Year","Diabetes.Rate.LocationName","Diabetes.Rate.Data_Value","Binge.Drinking.Rate","Smoking.Rate.Year","Smoking.Rate.LocationName","Smoking.Rate.Data_Value","Depression.Rate.Year","Depression.Rate.LocationName","Depression.Rate.Data_Value","Anxiety.Disorders.Rate.Medicare","Bipolar.Disorder.Rate.Medicare","Depressive.Disorders.Rate.Medicare","Personality.Disorders.Rate.Medicare","Opioid.Overuse.Disorder.Rate.Medicare","Birth.Defects.per.10k","Deaths.from.Injury.per.100k","Deaths.from.Transport.Accident.per.100k","Deaths.from.Suicide.per.100k","Deaths.from.Assault.per.100k","Maternal.Deaths.per.100k","Opioid.Overdose.Deaths.per.100k","Drug.Poisoning.Deaths.per.100k","Traffic.Fatalities.per.100k","Traffic.Fatalities.BAC.08.per.100k","Opioid.Dispensing.Rate.per.100","PCPs.per.100k","LCDCs.per.100k","LPCs.per.100k","LCSWs.per.100k","LBSWs.per.100k","LMSWs.per.100k","Dentists.per.1k","Nurse.Practitioners.per.1k","Physician.Assistants.per.1k","Mental.Health.Providers.per.100k","Percent.Clinicians.Accpeting.Medicaid","Dentist.Shortage.Code","Mental.Healthcare.Shortage.Code","Primary.Care.Shortage.Code","Urgent.Care.Orgs.per.1k","Health.Centers.per.1k","Community.Mental.Health.Centers.per.1k","Rural.Health.Clinics.per.1k","Home.Health.Agencies.per.1k","Hospices.per.1k","Nursing.Facilities.per.1k","Nursing.Facility.Beds.per.1k","Skilled.Nursing.Facilities.per.1k","Skilled.Nursing.Facility.Beds.per.1k","Nursing.Home.Occupancy.Rate","Percent.Nursing.Homes.For.Profit","Percent.Nursing.Homes.Chain","Average.Rehospitalization.Rate","Average.Successful.Discharge.Rate","Percent.Hospitals.Private.For.Profit","Percent.Hospitals.Non.Profit","Percent.Hospitals.Government","Syringe.Exchange.Programs.per.1k","Substance.Abuse.Facilities.per.1k","Substance.Abuse.Facilities.Accepting.Medicare.per.1k","Mental.Health.Facilities.per.1k","Mental.Health.Facilities.Accepting.Medicare.per.1k","Median.Distance.to.Urgent.Care","Median.Distance.to.Emergency.Department","Median.Distance.to.Medical.Surgical.ICU","Median.Distance.to.Trauma.Center","Median.Distance.to.Pediatric.ICU","Median.Distance.to.Obstetrics.Department","Median.Distance.to.Health.Clinic","Median.Distance.to.Alcohol.Drug.Incare"
"Lipscomb","48295","3301","0.4111","0.3281","0.9723","0.3953","0.0751","36.6","28.63","16.48","0.97","1.73","30.42","79.37","3.8","7.56","6","6.91","13.99","10.88","49.32","27.03","13.35","10.3","3.28","","","0","0","0","0.43","4.2","63182","","","52390","66927","11.35","25","0","18.89","8.01","8.81","106700","761","17.43","29.84","29.12","17.77","5.84","9.84","3.19","3.68","19.16","35.9","2020","Lipscomb","12.9","17.4","2020","Lipscomb","17","2020","Lipscomb","21.1","10","2","10","0","1","0","","","","","","","","30.29385","30.29385","0.1","0","0","54.8","0","0","0","0","0.64","0","","0","1","1","1","0","0","0","0.61","0","0","0.3","10.6","0","0","100","0","0","","","0","66.67","33.33","0","0","0","0","0","49.64","15.81","27.95","15.81","115.53","27.95","8.21","46.87"
"Live Oak","48297","12175","0.6126","0.498","0.6957","0.5494","0.5494","42.7","20.01","20.78","1.42","2.05","40.23","93.82","4.75","7.28","6","20.24","17.02","33.21","40.65","19.82","24.49","15.03","3.81","","","0","0","0","0.47","7.5","50212","","","29670","58438","21.07","14.55","66.67","33.99","13.57","12.43","106200","782","22.37","35.67","30.87","7.03","4.06","18.03","11.71","3.91","17.71","38.9","2020","Live Oak","16.6","16.2","2020","Live Oak","21.3","2020","Live Oak","21.3","15","3","15","1","2","962.96","54.16","16.41","19.7","","","","","41.067762","8.213552","5.3","8.3","8.3","49.9","0","8.3","0","0.16","0.24","0.08","8.19","100","0","1","1","0","0","0","0.41","0","0","0.08","5.01","0","0","83","100","100","0","0.33","100","0","0","0","0","0","0","0","40.92","23.79","23.79","23.79","58.84","23.79","2.44","56.93"
"Llano","48299","21452","0.3043","0.5652","0.3004","0.0277","0.2885","57.7","14.9","37.18","0.1","0.57","10.74","91.67","0.75","13.98","6","9.27","8.5","13.97","30.67","28.93","25.65","14.75","4.1","23.30785","","0","0","0","0.53","5.7","58941","","","37922","59755","7.61","36.36","0","14.24","6.72","7.33","235700","863","13.52","26.81","33.77","18.48","7.41","9.09","9.76","11.39","16.74","34.3","2020","Llano","15.9","13.7","2020","Llano","16.1","2020","Llano","21","17","3","17","1","3","875","96.29","28.04","28.04","","","","18.7","13.98471","9.32314","20.8","61.7","15.4","20.6","5.1","10.3","10.3","0.5","0.09","0.18","55.06","97.78","2","1","2","0","0","0","0.09","0","0","0.19","14.54","0","0","57.42","100","100","0.11","0.43","100","0","0","0","0","0","0","0","15.95","8.98","12.56","10.98","49.28","17.61","2.19","46.03"
"Loving","48301","117","0.0435","0","0.419","0","0.4466","62.2","22.22","45.3","0","0","0","100","0","3.3","6","0","0","3.23","95","0","0","5","0","","","0","0","0","0.38","1.7","44076","","","","44076","0","","","","0","3.23","","","3.41","14.77","81.82","0","0","0","0","35.04","11.11","34.7","2020","Loving","9","23.2","2020","Loving","15.7","2020","Loving","22.1","0","0","0","0","0","","","","","","","","","1709.401709","854.700855","","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","0","0","58.5","26.63","26.63","26.63","59.58","26.63","26.54","59.58"
"Lubbock","48303","308392","0.3992","0.4545","0.0474","0.6245","0.6008","30.9","23.84","12.43","2.28","7.22","35.81","77.89","2.8","5.88","3","6.78","11.39","12.93","46.14","42.78","8.1","2.98","5.55","11.997717","93.47","0","0","0","0.48","5.7","53425","62845","34548","43143","63043","18.52","26.27","26.8","23.87","13.88","11.78","149200","946","12.83","25.1","30.06","19.99","12.01","13.43","4.64","5.49","13.32","32.8","2020","Lubbock","11.2","18.7","2020","Lubbock","15.8","2020","Lubbock","21.7","18","2","18","1","2","707.88","57.17","16.68","16.94","6.16","","6.49","15.96","12.32198","6.16099","85.7","86.4","34","119.5","20.8","50.4","38.8","0.57","1.45","0.36","159.06","97.97","2","2","2","0.01","0.04","0","0.02","0.08","0.03","0.07","5.11","0.01","0.26","68.17","72.73","54.55","0.21","0.41","64.02","32.32","3.66","0","0","0.0064","0.0095","0.0064","2.68","1.68","1.79","3.23","3.59","1.89","1.79","4.07"
"Lynn","48305","5886","0.6047","0.6443","0.8103","0.6601","0.1976","38.5","26.74","16.8","0.53","0.92","46.6","83.37","4.77","6.02","3","16.37","13.96","19.37","42.71","26.11","28.24","2.94","6.68","","","0","0","0","0.48","5.4","46163","","16125","26716","55878","16.04","8","28","24.13","8.67","15.78","89900","825","21.26","29.48","28.51","15","5.75","14.71","6.86","6.43","14.06","39","2020","Lynn","15.8","16.4","2020","Lynn","19.6","2020","Lynn","21.6","18","1","18","0","2","789.47","50.98","33.99","","","","","","16.989467","16.989467","11.9","107.4","17.9","89.5","0","0","0","0.17","0.66","0","","100","2","1","1","0","0","0","0","0","0","0.17","7.31","0","0","","","","","","0","33.33","66.67","0","0","0","0","0","25.29","11.07","26.07","11.07","28.67","11.07","20.01","29.16"
"Madison","48313","14329","0.4822","0.6522","0.5059","0.4743","0.2609","35.9","21.48","15.46","4.02","13.71","23.6","71.53","3.09","8.55","6","15.17","12.79","20.76","38.79","24.91","27.72","8.58","6.42","","","0","0","0","0.42","7.2","60499","109147","","60020","61778","10.63","0","20.37","11.98","8.78","13.08","113200","789","18.81","38.87","28.49","9.54","4.28","14.51","6.73","5.55","15.21","37.2","2020","Madison","11.9","19.1","2020","Madison","19.5","2020","Madison","20.5","19","4","20","1","1","434.78","63.08","36.44","","","","","","41.873124","13.957708","23.2","55.1","6.9","13.8","0","20.7","6.9","0.28","0.14","0.21","21","100","1","1","2","0","0","0","0.14","0.07","0","0.35","28.54","0","0","45.79","100","100","0.1","0.1","90","0","10","0","0","0","0","0","33.98","6.27","26.45","6.27","63.27","6.27","5.14","31.95"
"Marion","48315","9987","0.6601","0.6364","0.6087","0.581","0.6522","50.8","18.15","26.22","0.28","22.62","4.35","72.13","2.34","11.13","6","19.76","24.92","28.29","19.23","32.03","38.1","10.65","5.64","","","0","0","0","0.49","8.2","39093","","27540","33077","45609","18.49","0","28.69","8.25","16.2","23.68","98200","726","13.89","39.78","29.65","13.2","3.48","17.08","9.23","6.3","10.01","39.3","2020","Marion","17.1","14.5","2020","Marion","20.9","2020","Marion","22","19","5","20","1","2","","70.07","34.03","22.02","","","","30.03","50.065085","20.026034","9.8","9.7","9.7","38.9","0","29.1","0","0.1","0.4","0","10.15","100","1","1","1","0","0","0","0.2","0.2","0","0.2","15.82","0","0","","","","0.26","0.35","50","50","0","0","0","0","0","0","27.82","8.43","17.28","17.28","23.34","16.9","8.45","25.05"
"Martin","48317","5676","0.6087","0.4704","0.8538","0.8221","0.2213","32.8","31.84","10.91","0.05","0.49","47.78","83.26","7.84","3.33","4","11.85","6.85","20.62","53.21","24.07","22.14","0.58","0","","","0","0","0","0.45","6.1","70000","","","56875","85544","10.23","0","0","16.8","4.23","8.59","145700","760","21.1","34.16","25.35","11.48","7.91","14.22","5.23","4.43","8.21","36.6","2020","Martin","12","18.6","2020","Martin","17.7","2020","Martin","21.5","11","2","14","1","2","864.2","48.8","","","","","","","105.708245","17.618041","24.5","49.6","0","0","0","0","16.5","0.17","0.34","0","","100","0","1","2","0","0","0","0.18","0","0.18","0.18","11.45","0","0","","","","","","40","20","40","0","0","0","0","0","21.26","5.89","20.61","20.61","91.38","5.89","6.17","20.13"
"Mason","48319","4248","0.6798","0.3083","0.2569","0.6126","0.9921","45.2","23.92","26.67","1.37","0.02","20.5","88.61","5.88","8.51","6","13.97","5.52","17.63","49.54","13.86","30.25","6.35","4.74","","","0","0","0","0.46","5.6","61434","","","","64551","6.11","0","","11.65","4.34","6.95","219900","741","14.54","18.56","31.85","24.29","10.76","1.86","8.82","4.93","14.46","33.1","2020","Mason","14","15.3","2020","Mason","14","2020","Mason","20","11","2","13","0","1","","61.23","","","","","","","47.080979","23.54049","2.5","51.3","25.6","51.3","0","0","25.6","0.23","0.46","0.23","46.79","80","0","1","1","0","0","0","0.71","0.24","0","0.47","21.89","0","0","","","","","","40","60","0","0","0","0","0","0","39.18","1.18","37.7","26.1","87.06","37.7","2.35","58.59"
"Matagorda","48321","36791","0.3755","0.5296","0.3992","0.2885","0.2925","37.8","25.91","16.6","1.91","10.44","43.08","63.39","6.01","9.57","5","13.91","16.24","26.5","42.15","28.64","21.98","7.22","6.34","24.462504","","0","0","0","0.46","10.5","48733","28229","27446","43243","66336","17.92","18.36","37.39","21.2","9.57","15.19","128100","851","17.92","29.88","32.66","12.91","6.61","16.99","6.94","5.97","17.39","40","2020","Matagorda","15.7","15.9","2020","Matagorda","18.7","2020","Matagorda","21.1","16","3","16","1","2","396.4","67.95","28.81","11.96","10.33","","","13.59","24.462504","5.436112","30","51.3","10.8","29.7","5.4","10.8","8.1","0.35","0.65","0.14","43.66","96.38","2","1","2","0","0.03","0","0.11","0.08","0","0.14","8.75","0","0","54.29","100","100","0.28","0.26","65","20","15","0","0","0.0272","0.0817","0.0272","27.27","6.59","6.62","6.62","60.73","6.62","5.06","48.47"
"Maverick","48323","58098","0.1542","0.0988","0.2806","0.6443","0.1818","29.8","31.24","11.79","0.05","0.64","95.19","81.01","24.94","1.28","5","19.69","19.6","33.1","40.76","37.39","11.45","10.4","6.66","","84.15","0","0","0","0.46","15","41385","","","40754","85090","26.18","0","0","26.39","32.9","26.59","100900","678","38.53","24.01","21.8","12.02","3.64","25.77","5.04","1.9","29.22","44.5","2020","Maverick","18","18.3","2020","Maverick","16.3","2020","Maverick","18.9","16","3","14","1","1","372.44","30.53","14.41","4.8","3.77","","","4.8","5.163689","1.72123","9.5","46.7","5","20","3.3","15","11.7","0.22","0.26","0.22","32.36","98.92","1","1","1","0","0.09","0.02","0.12","0.09","0.05","0.03","3.44","0","0","69.17","100","100","0.12","0.36","59.09","40.91","0","0","0","0.0171","0.0171","0.0171","57.09","2.46","2.46","2.46","127.35","2.46","1.18","77.42"
"McCulloch","48307","7970","0.1028","0.1818","0.7589","0.1502","0.0119","45.6","22.02","22.8","0.88","1.05","32.7","80.7","4.03","8.77","6","9.97","10.85","14.63","63.81","19.21","11.62","5.35","5.93","","","0","0","0","0.43","7.5","48618","","","40347","49281","15.23","47.14","1.89","17.36","13.94","13.74","96300","708","19.64","31.35","31.35","11.15","6.52","16.79","6.27","6.6","19.05","37.4","2020","McCulloch","15.5","15.7","2020","McCulloch","18.7","2020","McCulloch","22","15","3","14","1","1","","72.64","30.06","25.05","","","","","37.641154","12.547051","17.6","57.7","23.1","80.8","0","11.5","23.1","0.26","0","0.51","37.58","100","0","1","2","0","0","0","0.38","0.5","0","0.38","27.6","0","0","","","","0.25","0.2","45.45","36.36","18.18","0","0","0","0","0","36.57","1.06","42.97","1.06","68.79","42.97","0.88","67.19"
"McLennan","48309","254045","0.7708","0.8261","0.7312","0.7352","0.5375","33.6","24.59","14.43","1.67","14.38","26.54","74.88","6.21","7.11","3","9.7","13.85","14.8","33.84","47.85","14.58","3.73","6.03","9.840776","90.16","0","0","0","0.48","6.2","50210","47250","29268","40653","64116","18.5","24.47","34.2","22.94","12.11","12.18","152700","886","14.58","27.66","32.74","15.87","9.16","14.87","4.49","5.67","14.29","33.9","2020","McLennan","12.6","17.8","2020","McLennan","17.7","2020","McLennan","22.6","18","4","20","1","1","761.63","51.02","14.64","15.04","5.12","1.02","3.62","12.44","12.202563","3.93631","48.9","87.7","24.9","86.9","68.4","31.6","77.5","0.55","0.75","0.29","161.33","99.09","2","2","2","0","0.01","0","0","0.05","0.02","0.12","8.03","0","0","73.64","75","87.5","0.15","0.39","64.58","32.29","3.13","0.0039","0","0.0193","0.0308","0.027","4.42","4.65","4.75","5.34","35.03","4.65","3.58","4.79"
"McMullen","48311","724","0.9723","0.9921","0.9091","0.996","0.7668","36.1","29.7","13.26","0","0","64.92","88.81","0","3.73","6","7.42","20.96","20.52","42.5","17.92","22.5","17.08","2.62","","","0","0","0","0.48","2.8","67386","","","58750","119375","10.5","","","12.55","6.69","10.04","111300","929","11.09","45.65","28.48","10.22","4.57","17.4","2.76","1.1","24.86","38.3","2020","McMullen","17.8","14.8","2020","McMullen","17.4","2020","McMullen","19.3","21","0","15","0","0","","","","","","","","","","","","0","0","127.7","0","0","0","0","0","1.39","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","0","0","36.51","34.02","34.02","47.91","68.36","34.02","20.77","45.21"
"Medina","48325","50869","0.4229","0.1265","0.4783","0.7431","0.7273","38.4","23.03","16.73","0.73","2.25","52.31","83.33","4.2","10.96","2","13.7","10.64","18.49","28.04","22.67","35.84","13.45","4.93","","","0","0","0","0.44","6.3","62701","100888","","59643","65323","10.52","1.19","9.06","14.66","6.28","10.5","151600","869","15.63","31.76","32.32","12.58","7.71","10.99","5.62","8.23","13.35","39.7","2020","Medina","13.6","17.6","2020","Medina","15.5","2020","Medina","20.1","18","3","16","1","2","591.13","47.2","20.06","15.34","4.33","","","5.11","13.760837","3.931668","15","39.5","27.7","47.4","13.8","7.9","19.8","0.21","0.08","0.11","34.89","98.65","1","1","1","0","0.04","0.06","0.16","0.12","0","0.1","8.53","0","0","54.22","100","100","0.12","0.3","45.16","45.16","9.68","0","0","0.0191","0","0","22.3","16.34","25.57","21.61","26.96","16.8","4.55","25.33"
"Menard","48327","2108","0.6759","0.6245","0.7154","0.4585","0.6601","54.2","17.93","33.87","0","0.09","34.39","79.13","7.92","17.34","6","22.42","25.6","26.86","51.89","17.6","14.63","15.89","7.92","","","0","0","0","0.46","5.2","43826","","","37434","53151","13.93","","","20.97","10.14","5.02","87300","691","16.53","29.64","27.13","15.15","11.56","11.85","8.13","7.35","30.82","35","2020","Menard","16.5","13.7","2020","Menard","14.5","2020","Menard","19.6","11","1","10","0","1","","","","","","","","","47.43833","47.43833","1.6","45.7","0","45.7","0","0","0","0.47","0","0","","100","0","1","1","0","0","0","0.95","0.47","0","0.47","18.98","0","0","80","0","0","0","0.5","0","25","75","0","0","0","0","0","55.17","1.18","27.84","22.5","54.47","27.84","1.35","54.06"
"Midland","48329","171238","0.4585","0.2609","0.4387","0.7115","0.5731","31.8","28.61","10.24","2.08","6.54","45.39","77.42","4.79","5.75","4","6.48","12.05","11.17","38.58","42.41","15.16","3.85","3.47","11.095668","","1","0","1","0.47","8.1","83217","128988","48366","69192","101495","9.78","4.07","12.49","14.72","4.64","5.68","233200","1244","15.88","26.09","30.58","19.84","7.6","9.46","4.07","3.37","16.76","36","2020","Midland","10.3","19.9","2020","Midland","15.8","2020","Midland","20","15","2","17","1","1","718.84","46.67","21.06","15.79","4.8","","3.98","7.95","14.599563","5.255843","21.3","56.6","26.2","68.8","10.1","19.2","11.7","0.57","0.69","0.48","89.35","95.98","2","1","1","0.01","0","0.01","0","0.07","0.01","0.07","4.47","0.01","0.08","80.93","80","40","0.25","0.18","63.24","30.88","5.88","0","0.0056","0.0112","0.0281","0.0225","2.43","2.1","2.36","3.09","104.91","3.09","21.18","3.62"
"Milam","48331","24797","0.5929","0.6561","0.664","0.4229","0.4348","41.8","24.16","20.78","0.61","10.16","26.77","84.12","4.96","7.01","6","12.59","18.13","24.51","35.53","20.1","31.02","13.35","3.27","","100","0","0","0","0.48","7.1","48253","105250","39702","30950","60272","15.67","20.41","17.78","23.47","11.62","12.91","111900","697","16.43","39.29","29.16","10.43","4.69","16.06","7.78","5.3","15.67","36.9","2020","Milam","15","15.8","2020","Milam","19.5","2020","Milam","21.5","17","3","16","1","2","454.55","72.24","39.33","16.86","","","","","36.294713","12.098238","24.1","24.4","8.1","32.5","4.1","8.1","4.1","0.2","0.65","0.04","32.23","100","0","1","1","0","0.04","0.04","0.16","0.04","0","0.24","17.46","0.04","0.4","77.07","100","66.67","0.11","0.26","50","37.5","12.5","0","0","0","0.0405","0","29.04","4.34","13.84","4.34","31.28","11.92","4.42","28.7"
"Mills","48333","4877","0.2806","0.5455","0.8063","0.1818","0.0395","52.5","17.92","29.38","0.12","0.47","22.82","92.78","1.37","8.62","6","14.67","10.56","22.03","58.87","18.35","18.09","4.69","1.6","","","0","0","0","0.47","4.1","50198","","","49010","50232","11.56","50","100","14.62","10.78","10.62","141700","649","17.17","33.52","28.22","15.38","5.72","8.29","5.76","6.4","20.58","36.3","2020","Mills","15","15.3","2020","Mills","17.7","2020","Mills","21.8","16","5","15","1","1","","85.85","","","","","","","41.008817","20.504408","7.6","41.1","20.5","143.7","41.1","61.6","0","0.41","0.41","0.21","102.61","100","2","1","1","0","0.21","0","0.62","0","0","1.03","77.1","0","0","100","0","0","0.15","0.39","72.73","27.27","0","0","0","0","0.2066","0.2066","21.56","3.72","27.48","31.24","77.34","27.48","3.53","46.63"
"Mitchell","48335","8256","0.3478","0.1344","0.1107","0.6759","0.83","34.2","20.59","15.76","0.68","10.04","40.32","75.53","8.06","4.09","6","14.63","19.39","25.42","57.35","14.99","21.13","6.53","2.36","","","0","0","0","0.49","7.9","44939","","41771","43372","69643","11.72","","17.81","9.47","12.78","9.92","67900","650","15.22","45.13","27.5","9.2","2.95","16.74","8.24","4.34","17.25","37.4","2020","Mitchell","12.6","19.4","2020","Mitchell","19","2020","Mitchell","20.1","15","1","16","1","1","727.27","59.41","30.89","","","","","","48.449612","24.224806","52.7","40.5","10.1","10.1","0","10.1","0","0.12","0.37","0","","100","1","1","2","0","0","0","0.48","0","0.12","0.36","25.56","0","0","55.21","0","0","0.15","0","37.5","25","37.5","0","0","0","0.1219","0.1219","63.91","1.48","27.4","1.48","66.13","1.48","1.18","65.09"
"Montague","48337","19640","0.2292","0.3913","0.5534","0.0316","0.1581","44.4","22.49","22.24","0","0.76","11.21","92.99","0.93","12.49","6","9.86","13.31","22.17","38.06","21.43","28.45","12.06","3.92","","","0","0","0","0.43","6.6","57511","","","60602","56645","14.01","","20.9","17.59","13.89","11.11","120100","873","13.32","35.71","33.53","12.24","5.2","12.4","7.61","4.78","15.2","35","2020","Montague","13.6","16.8","2020","Montague","19.5","2020","Montague","23","18","3","16","0","2","379.15","82.38","30.51","25.42","","","11.19","27.46","20.366599","0","39","41.7","5.2","31.3","5.2","26","10.4","0.3","0.2","0.05","25.23","95.24","1","1","1","0","0","0","0.2","0.05","0.05","0.31","28.31","0","0","61.23","50","100","0.22","0.28","53.33","26.67","20","0","0","0.0501","0.0501","0.0501","39.86","3.32","7.59","14.88","63.77","22.2","3.28","43.85"
"Montgomery","48339","590188","0.1779","0.1581","0.17","0.3676","0.3399","37.2","26.31","13.14","3","5.18","24.56","82.32","3.33","6.89","2","3.5","8.46","6.16","17.99","30.84","35.6","15.57","3.38","6.438626","76.78","0","2","0","0.47","7.5","83274","121058","66534","60673","91409","8.91","2.66","15.74","17.03","5.73","6.33","248100","1231","10.81","23.33","30.95","23.42","11.49","9.52","5.66","3.86","14.66","32.8","2020","Montgomery","10.6","17.8","2020","Montgomery","15.8","2020","Montgomery","21.3","18","3","16","1","2","658.36","39.81","14.19","16.46","3.96","0.41","9.21","16.09","8.641314","2.711001","37.5","94.6","13.7","69.9","15.1","5.5","17.9","0.49","0.66","0.27","86.6","97.08","2","2","2","0.01","0","0","0","0.02","0.01","0.02","1.68","0","0.02","39.2","66.67","83.33","0.17","0.4","57.73","37.11","5.15","0","0.0016","0.0048","0.008","0.0048","5.34","4.79","4.79","8.16","12.32","4.79","8.96","5.1"
"Moore","48341","21169","0.7589","0.5889","0.6166","0.8498","0.8814","30.8","31.89","11.07","6.31","3.85","56.84","75.35","16.88","4.69","5","5.87","25.81","10.45","46.51","34.98","13.32","5.2","7.69","14.171666","","0","0","0","0.39","3.8","53967","82321","26813","51330","58929","10.72","14.04","7.52","11.24","8.81","7.63","113100","818","34.63","27.06","24.08","9.36","4.87","9.53","4.01","3.44","19.59","37.7","2020","Moore","13.1","18","2020","Moore","18.4","2020","Moore","20.6","15","1","18","1","2","491.8","61.51","29.82","14.91","","","","","23.619444","14.171666","33.5","69.5","4.6","13.9","0","13.9","13.9","0.39","0.24","0.1","14.33","95","0","1","2","0","0","0","0.09","0.09","0.05","0.14","8.6","0","0","72.34","0","0","0.07","0.23","33.33","22.22","44.44","0","0","0","0.0484","0.0484","46.01","0.7","0.7","0.7","46.39","0.7","0.62","45.97"
"Morris","48343","12357","0.4032","0.3755","0.6403","0.3834","0.336","43.2","23.09","21.52","0.12","23.51","10.19","70.18","0.29","12.23","6","11.91","23.35","18.14","25.72","40.57","27.69","6.02","6.32","","","0","0","0","0.41","11.4","43995","","25963","46851","50752","17.76","0","36.6","24.7","10.55","17.56","92100","692","8.95","43.14","33.79","10.19","3.93","18.15","8.32","4.83","12.46","40.2","2020","Morris","15.8","15.2","2020","Morris","20.6","2020","Morris","22.1","17","4","16","1","2","653.59","64.33","32.16","","","","","","40.462896","8.092579","12.8","32.1","0","40.2","8","24.1","16.1","0.48","0.24","0.16","32.29","100","0","1","1","0","0","0","0.24","0","0","0.24","22.82","0","0","42.45","100","100","0.1","0.57","80","0","20","0","0","0","0","0","16.78","5.63","17.32","13.97","17.32","17.32","1.31","29.93"
"Motley","48345","1362","0.1146","0.1462","0.7787","0.1146","0.0316","46.4","21.07","30.4","0","0.73","15.2","87.59","0","11.81","6","12.5","9.88","25","62.39","7.78","21.16","8.68","4.03","","","0","0","0","0.46","4.6","45417","","","63036","39750","7.27","","0","9.66","5.7","11.69","60000","629","11.27","36.79","35.19","13.76","2.99","19.53","8.08","5.21","18.94","34.5","2020","Motley","14.7","15.3","2020","Motley","16.4","2020","Motley","20.9","17","0","14","0","1","","","","","","","","","73.421439","0","","0","0","0","0","0","0","0","0","0.84","","0","1","1","1","0","0.73","0","0.73","0","0","1.47","38.18","0","0","","","","","","66.67","33.33","0","0","0","0","0","0","66.11","29.04","52.57","35.15","66.78","30.97","1.2","64.93"
